Pelicula_id,Nombre,Director,Guionista,Argumento,Duración,Puntuación_IMDb,Puntuación_Rotten
tt11756362,Queen of Hearts: Before Alice Went Down the Rabbit Hole,Lewis Carroll,No encontrado,No encontrado,15,No encontrado,Null
tt13210534,Alleyway,Henry Charly,Henry Charly,An undercover cop is released from jail after being wrongfully convicted for uncovering a conspiracy that led to the death of hundreds of people living with HIV.,67,5.6,Null
tt30956555,The Proposal,Dan Liu,Uttera Singh,,No encontrado,No encontrado," 45"
tt11575564,Retirement,Pragyesh Singh,"Rajan Agarwal, Pragyesh Singh",No encontrado,No encontrado,No encontrado," 60"
tt2353870,Kral Yolu,Serli Seta Nisanyan,Derya Kaya,,76,4.0," 84"
tt10763820,Fauces de la noche,Adam Randall,Brent Dillon,"Un joven chófer recoge a dos mujeres misteriosas que van a pasar una noche de fiesta por diversos rincones de Los Ángeles. Pero, cuando descubre la verdadera naturaleza de sus pasajeras, no le queda más opción que luchar para seguir con vida.",107,5.7," 38"
tt23803320,Spellbound,Laura Dutton,"Laura Dutton, Courtney Maitland-White",Chaos and love ensues as a group of students struggle to wrap up their fantasy film production.,No encontrado,No encontrado," 86"
tt13886150,RB Leipzig vs 1. FC Union Berlin,No encontrado,No encontrado,,93,No encontrado,Null
tt1745709,Girls! Girls! Girls!,Shana BetzBeth GrantTracie Laymon,"Shana Betz, Jenn Fee Catalino, Beth Grant",,75,5.1," 33"
tt3293288,Michael Half-Life,David Maddox,David Maddox,"Michael Half-Life is the super-hero identity of Michael Hafman, a milquetoast office worker, who may or may not be real, may or may not have super-powers, and enjoys dressing in contrast. One of the world's most esoteric heroes, through the course of his mundane day he will reflect on life, catch the eye of his future wife, and save the world from blowing up. Not nece... Leer todo",13,9.7,Null
tt1666538,A Case of Deceit,Adam Kirkey,Adam Kirkey,An edgy cop attempting to take down a notorious crime lord discovers a double crossing deal that becomes the catalyst for uncovering an even deeper conspiracy.,77,4.6,Null
tt3203290,Free to Play,Valve,No encontrado,"Follow three professional video game players as they overcome personal adversity, family pressures, and the realities of life to compete in a $1,000,000 tournament that could change their lives forever.",75,7.6," 76"
tt11004574,Petra,Randy Valdes,Randy Valdes,"Marlie, a dutiful assistant who dreams of being the theater's next star, struggles to wrangle a flamboyant cast of characters for a closing performance of ""The Bitter Tears of Petra von Kant"" their adaptation of Fassbinder's text. Along the way she learns that what she thought would bring her closer to her big break, is actually what is keeping her from her dreams. De... Leer todo",30,No encontrado," 94"
tt2301155,Shootout at Wadala,Sanjay Gupta,"Sanjay M Bhatia, Abhijeet Shirish Deshpande, Sanjay Gupta","Based on the true story of the first-ever registered encounter by the Mumbai Police, which took place on November 1, 1982.",155,6.0," 50"
tt10393870,Jayeshbhai Jordaar,Divyang Thakkar,"Anckur Chaudhry, Divyang Thakkar",Un tímido Jayesh debe desafiar a su familia patriarcal mientras huye con su esposa para salvar a su hija por nacer del feticidio.,121,6.0," 80"
tt31806125,Missing is a knife,Wang Wang,Wang Wang,,No encontrado,No encontrado," 88"
tt2849536,Dead Drop,Kathi Carey,Kathi Carey,"When Sean Burke, deep cover MI-6 agent, finds himself in the middle of a plot to poison the water supply of Los Angeles, he has two choices: loyalty or doing what's right. An unlikely meet-up with two FBI agents will help him decide ... and his wits and savvy will offer him a third choice.",21,7.3," 24"
tt30755280,Un Deseo de Reyes,Stanescu Motatu Demetrio Leonidas,Stanescu Motatu Demetrio Leonidas,,No encontrado,No encontrado," 95"
tt14724692,Life's Cycles,Harriet Burnette,Chris Johnson,,No encontrado,No encontrado,Null
tt26448876,At the edge of today,Nathan Bell,"Nathan Bell, Chris Nathan Dylan, Nathan Villanueva","Austin Felix, a young rookie Criminal who is neither a hero nor a villain, just a victim of fate's circumstances, this time he must deal with the consequences of his Mistakes, a short film directed created, and written by Nathan Bell, by fast-paced cinema. that gives a message in a short film that goes straight to the point showing a crude and realistic metaphor, Co-p... Leer todo",No encontrado,10.0," 91"
tt10198898,The Fallen,Ananth Agastya,Ananth Agastya,"The three remaining soldiers in a platoon - running out of ammo - are stuck in enemy territory and attempt to draw the enemy from their hide-out. They frantically seek backup. But, their command center can't provide backup and dictates a new mission for them: capture this enemy high-value-target alive. Who is this high-value-target? What do the soldiers do?",10,No encontrado," 86"
tt15157474,Black Comedy,Arif Ahmed,Arif Ahmed,,No encontrado,No encontrado,Null
tt12261776,65,Scott BeckBryan Woods,"Scott Beck, Bryan Woods",Un astronauta se estrella en un misterioso planeta y descubre que no está solo.,93,5.4," 36"
tt1448755,Asesinos de élite,Gary McKendry,"Matt Sherring, Ranulph Fiennes(inspiration)","Cuando su mentor es capturado por un jeque árabe caído en desgracia, un asesino a sueldo se ve obligado a actuar. Su misión: matar a tres miembros del servicio aéreo especial de élite británico responsables de la muerte de sus hijos.",116,6.4,Null
tt13989030,Tratamiento real,Rick Jacobson,Holly Hester,"Izzy aprovecha la oportunidad de trabajar como peluquera en la boda de un príncipe encantador. Cuando salta la chispa entre ellos, ¿prevalecerá el amor... o el deber?",96,5.2," 33"
tt0961036,Avenge,Gregory Christian,Gregory Christian,"Once upon a time in Little Italy, a mob widow plots to avenge the death of her husband with the help of the local gypsies. Her vendetta involves supernatural machinations which help to control the fates and destinies of members of the four prominent mafia families: the Moronis, Mancinis, Mascolos, and Assissis.",88,7.7,Null
tt10265126,Four Strokes,Alex Kamb,Alex Kamb,No encontrado,5,No encontrado,Null
tt10192466,Maturità,Rosendo Ruíz,"Luciana Dalfov, Federico González Kriegel, Paula Ledesma",,75,5.8,58
tt10728472,Broken Vows,Cam Dyer,"Mikaela Bertholf, Cam Dyer, Deaton Gabbard","Amelia Ripley has it all, the perfect life, the perfect husband, the perfect job as a freelance writer but when her husband, Liam Ripley, becomes more and more jealous of her best friend, Noah, things take a turn for the worst.",62,No encontrado," 5"
tt28341583,I Didn't Mean to Haunt You,Jackson Janowicz,Jackson Janowicz,A girl sets out to fulfill her best friend's strange final request after his unexpected death.,No encontrado,No encontrado,Null
tt11434772,The Crying Steppe,Marina Kunarova,"Marina Kunarova, Christian Routh, Berikbol Sabyrzhanov","70% of indigenous population of Kazakhstan died during the Great Famine, artificially imposed on people in the 1920s by the Bolsheviks. Overcoming blind fear of death and despair, an eagle hunter Turar tries to save his family.",108,6.5,Null
tt11567240,Fullmetal Alchemist Manga Dub Chapter 4 - Battle on the Train,Darrell Harris,No encontrado,"As General Halcrow enjoys a leisurely train ride from New Optain to East City with his wife and two small children, the train is hijacked by several members of the eastern extremist group ""Blue Squad"".",17,No encontrado,Null
tt30138919,Maxakali or the Dance of a Lifetime,Mattheo Manticello,Mattheo Manticello,"In the heart of colonial Brazil, Miguel, a ruthless Portuguese explorer, returns from a brutal expedition to the Amazon, adorned with stolen native gems. His domestic life with Maria is marked by power abuse and oppression. Kayapo, a native man, stumbles upon Miguel's mansion, discovering the plundered treasures of his tribe. In a twist of fate, Maria fears Kayapo, bu... Leer todo",26,No encontrado," 67"
tt10189366,The Confessions of The Bat,Ronnie Henry,Ronnie Henry,It is the anniversary of the death of Bruce Wayne's parents and he has serious doubts about his calling.,No encontrado,6.6," 85"
tt10348902,Forevering,Jennifer Reeder,Jennifer Reeder,A young woman struggling with loss fakes a pregnancy and lies to the lesbian couple she is supposed to be surrogate for. The discovery of the dead body of a woman about her age helps her to cope.,13,No encontrado," 57"
tt30972810,Mu zhong wu ren 2,Bingjia Yang,Bingjia Yang,,90,6.7,Null
tt3317570,Vampire's Rage,Jordan Cann,Jordan Cann,"A Hip-Hop dancer, turned vampire sets out to end the evil reign of a vampire goddess in attempts to get his life back.",30,No encontrado,Null
tt11853708,American Knights,Zorikh Lequidre,Zorikh Lequidre,No encontrado,178,No encontrado," 86"
tt29497194,How 2 Catch A Baller,Felicia Rivers,"Tamara Butler, Zakee Slim Kornegay, Felicia Rivers",,No encontrado,No encontrado," 72"
tt11666734,Debt Men,Adam John Brummond,Travis Myers,"Career and life can be hard to balance, especially for a couple of semi-pro criminals, but when a simple job goes south, two life-long friends have to remind each-other the biggest debt they owe is to their family and no one else.",10,No encontrado," 76"
tt12991676,Run Away If You Scared,Hazar Deniz BG,Hazar Deniz BG,No encontrado,90,No encontrado," 41"
tt10758124,Mime,Ruwan Suresh Heggelman,"Jop Gorris, Ruwan Suresh Heggelman, Thij de Haan","A dimension-shifting mime player is disturbed in his peace by a student fraternity. His response is unexpected: by using the fourth wall, he turns their world on its head; literally. However, his powers are useless to achieve romance.",7,6.4,Null
tt12408808,Clairevoyant,Arthur De LarrocheMicaela Wittman,"Arthur De Larroche, Micaela Wittman",A Los Angeles socialite and so-called wellness practitioner seeks to overcome her life of luxury and achieve nirvana after hiring a film crew to document a more authentic journey along the path of enlightenment.,90,5.8," 75"
tt1640130,Henry,Alessandro Piva,"Giovanni Mastrangelo, Alessandro Piva",,86,6.2,Null
tt1742096,Nullpunkt,Andreas Schaap,Andreas Udluft,"What if fortune could be planned? If you were able to fulfill any of you desires. Provided you were prepared to suffer? The students Lenny and Daniel try to find an answer to these questions, following the absurd theory that you only have to expose yourself to accidents in order to gain happiness. But unfortunately this theory needs a steady rise of victims.",20,6.0,Null
tt13882736,Cop Secret,Hannes Þór Halldórsson,"Nína Petersen, Hannes Þór Halldórsson, Sverrir Þór Sverrisson",El policía más duro de Islandia no se detendrá ante nada para resolver una serie de violentos robos a bancos. Pero las presiones de resolver el caso resultan demasiado para el duro renegado.,98,5.9," 84"
tt10284690,A New Leash on Life,Daniel Jeffery,"Zack Hamm, Daniel Jeffery, Mackenzie Warner","After one too many rage-filled outbursts, a magical talking dog named Basketball must talk his owner, Frank, out of having him put down.",12,8.7,Null
tt15514444,Die Taskforce-Nachbarn,Joanna Januszewski,"Joanna Januszewski, Tadeusz Januszewski","After getting a bit off rails from eating poisoned raisins, three suburban dads team up to fight the Russian mob boss.",100,5.9,Null
tt10066358,Reservations & Chill,Baylee Sinner,"Kevin Mc, Coy, Reuben Young",No encontrado,No encontrado,No encontrado,Null
tt12706936,The Interview,Dale Fabrigar,Catherine Healy,,No encontrado,No encontrado," 51"
tt10548482,Raw Power,Michael R. Farinelli,No encontrado,"Five time world power lifting champion Diezel ""Da Destroyer"" Rodriguez is harassed out of retirement by an upcoming, vicious, ruthless underdog known as Skylor ""The Crucifier"" Jackson to obtain the recognition of world's greatest power lifter. Disputed by Diezel's manager, trainer, doctor, ex-wife and daughter regarding Diezel's serious health issues, Diezel still dec... Leer todo",No encontrado,No encontrado,Null
tt1791679,Weekend,Cezary Pazura,Leslaw Kazmierczak,,121,3.9," 95"
tt12879494,Alice in Somnia,Emma Debany,Bree Doehring,"Alice in Somnia is about a girl stuck in Sleep's Waiting Room who must complete interactive paperwork in order to get to Sleep. Through the packet, she'll confront her fears, her past, her annoyances, her tiny bladder, and ultimately, her own mind.",12,5.6," 84"
tt10415696,Reconnection,Isobel Drane,Isobel Drane,"After undergoing a devastating divorce, and sinking further and further into alcoholism and depression, Henry must fight for his health and the right to see his son. As he dives deeper and deeper into his web of depression, he soon realises that he can't recover on his own.",24,No encontrado,Null
tt1375666,Origen,Christopher Nolan,Christopher Nolan,"A un ladrón que roba secretos corporativos a través del uso de la tecnología de compartir sueños, se le da la tarea de implantar una idea en la mente de un jefe de una gran empresa.",148,8.8," 81"
tt30291879,Lying is Complicated,Monique Sorgen,Monique Sorgen,"Melanie tries to get her fake fiancé to come to dinner with her so she can keep up the ruse about how she's getting married, thus forcing her married friends to hang out with her as her bridesmaids.",4,No encontrado," 76"
tt10007932,Half the Battle,Ramona Taylor,Ramona Taylor,,No encontrado,No encontrado,Null
tt10507176,Desterro,Maria Clara Escobar,Maria Clara Escobar,"A young woman suddenly disappears, leaving her husband and son in disarray.",122,5.3,Null
tt10904808,Krime Story,Michal Wegrzyn,"Marcin Gutkowski, Michal Wegrzyn, Rafal Wos","Un ladrón de poca monta y su mejor amigo son contratados para robar a un rico hombre de negocios, pero las cosas comienzan a torcerse una vez que el trabajo está terminado.",117,3.6,Null
tt1604577,Harjunpää & pahan pappi,Olli Saarela,"Matti Yrjänä Joensuu, Leo Viirret",Detective Sergeant Timo Harjunpää of the Helsinki Violent Crimes Unit is an honest and conscientious cop; one of the city's very best. He loses his daughter in tragic circumstances and is unable to recover from his loss despite the support he receives.,106,5.8," 38"
tt2022344,Black Guy on a Rampage: Homicidal Vengeance,Christopher Burns Jr.,"Janeen Avery, Adam R. Steigert","Frank McMurphy thought that he was untouchable: a veritable king overseeing his vast crime empire, ruling with an iron fist. In this explosive follow up to Black Guy on a Rampage, McMurphy will find out how very wrong he was. The Black Guy continues his quest to make the killers of his son pay and he will stop at nothing to see that vengeance is served.",No encontrado,8.1,Null
tt0787442,El atentado,Ziad Doueiri,"Joelle Touma, Ziad Doueiri, Yasmina Khadra",Un cirujano Palestino que vive en Tel Aviv descubre un oscuro secreto sobre su esposa después de un atentado suicida.,102,7.1,Null
tt23330510,Faulty Newsroom,Afton Alivia-McKeith,No encontrado,,No encontrado,No encontrado,Null
tt13863334,En peligro de extinción,M.J. Bassett,"M.J. Bassett, Isabel Bassett, Paul Chronnell","Una aventura de supervivencia sobre una familia estadounidense adinerada que viaja de vacaciones al vasto desierto africano de Kenia, buscando la oportunidad para reparar las crecientes divisiones dentro de su familia.",101,4.6," 19"
tt6879446,Hidden Strike,Scott Waugh,Arash Amel,"Dos ex soldados de las fuerzas especiales deben escoltar a un grupo de civiles por la ""Autopista de la Muerte"" de Bagdad hasta la seguridad de la Zona Verde.",102,5.3," 24"
tt14506528,Déjate llevar,Sofia Alvarez,"Sarah Dessen, Sofia Alvarez","El verano antes de la universidad, la formal Auden conoce al misterioso Eli. Noche tras noche, él la ayuda a disfrutar de la juventud de una manera desconocida para ella.",106,6.1," 20"
tt10212486,Dive Under,Robin Flemgård,Robin Flemgård,A young man discovers that his bathtub can be used as a teleporter.,10,No encontrado," 100"
tt12631784,Rabbit Academy: El gran robo de los huevos de Pascua,Ute von Münchow-Pohl,"Katja Grübel, Dagmar Rehbinder","In the bunny school, the the appointment of the new ""master bunnies"" by the magical golden egg is happening. After selecting Max, a city bunny, as the champion bunny candidate, the golden egg suddenly turns black.",76,5.4,Null
tt19336000,Slaraffenland,Peder Lyngsø,Peder Lyngsø,Plot under wraps.,90,No encontrado,Null
tt1024702,8 Butterflies,Nick Narciso,Nick Narciso,"We find ourselves roaming lost in a place where hope and light are absent. A place which seems both so dark and distant, yet too familiar, our sanity begins to fade. We've become absorbed into a reality that may exist elsewhere... or nowhere at all.",17,4.9," 100"
tt2441174,A Grim Becoming,Adam R. Steigert,"Janeen Avery, Christopher Brechtel, Mark Mendola",Raphael witnesses a Grim Reaper reaping a soul. Trying to escape curse that he now has inherited and with Death watching.,84,4.4,Null
tt10366464,Im toten Winkel,Michael Roitzsch,Falk Fiedler,"Gregor Neuss is a journalist who knows what will make a good story. When a man is convicted of a crime he cannot have committed, Gregor starts his own investigation. But as he tries to uncover the truth, he becomes a target himself.",90,No encontrado,Null
tt28677683,Killer - The Hunt,Nadiin,Nadiin,Micheal (The Protoganist) is in the mission to kill Amon (The Antogonist),No encontrado,No encontrado," 38"
tt2674046,Station 4,Errol Sack,"Kevin Beauchamp, Travis L. Cook, Savannah Morgan","Boris, a disillusioned Russian mob enforcer, must team with with an unlikely ally to stop a ruthless otherworldly creature - but who will prove more deadly?",89,5.0,Null
tt1196124,Blood Shot,Dietrich Johnston,Dietrich Johnston,"Rip es un policía cuya vida se desmorona cuando examina a un vampiro indestructible. Sin que él lo sepa, el vampiro es un asesino a sueldo clandestino de la CIA. Deben unirse para detener una bomba nuclear rusa.",96,3.7," 31"
tt10280636,Koytaa Ek Sangharsh,Chetan Chavan,"Chetan Chavan, Pralhad Ujagare","There are many sugar cane workers in Maharashtra and mainly in Marathwada, they are all the workers of sugarcane workers and their condition is that of the sugarcane harvesting. Ramesh is a poor farmer. He is facing financial difficulties due to poverty and poverty. Ramesh lives with his wife Sarita, who is a farm worker, has two small children and a mother, Ramesh me... Leer todo",142,7.8,Null
tt15404386,,,,,,,
tt10039088,Come What May,Arthur Wilde,Arthur Wilde,No encontrado,No encontrado,No encontrado," 41"
tt10027194,Every Screenwriters Group Meeting Ever,Jamin Keene,Jamin Keene,,10,No encontrado,Null
tt10026214,Bad Dream,Ted Day,"Ted Day, Adelind Horan","After sleep-strangling his girlfriend to death, a guilt-ridden man turns to lucid dreaming with the hope that it will allow him to ask the specter of his girlfriend for forgiveness.",9,No encontrado," 38"
tt10687220,Nikamma,Sabbir Khan,"Sabbir Khan, Venu Sriram, Sanamjit Singh Talwar",A lazy slacker struggles to get along with his diligent sister-in-law - until they must step up and fight together against a common enemy.,152,2.8," 0"
tt10006160,Kala azar,Janis Rafailidou,Janis Rafailidou,"In a big city somewhere in the south of Europe, a couple takes care of dead animals and abandoned roadkill as an act to give meaning to their life. Kala azar is a meditation on the paradox of life-circles among beings of different species.",91,4.8,Null
tt3782716,Destroy Madrid,Joseba Alfaro,Joseba Alfaro,"Madrid, 2030. In a world ravaged by the fight between governments and citizens, one member of the resistance has got a mysterious device that can finally end the war. Will he escape from the drones that guard the city?",9,7.3," 89"
tt10613292,Steaks on a Flame,Radomir Jordanovic,Radomir Jordanovic,No encontrado,5,No encontrado," 98"
tt10736172,A Blue Shroud,Jason Snellman,Jason Snellman,"After surviving an attempt on his life, a disgraced police officer enlists the help of his partner to seek revenge.",30,No encontrado," 78"
tt10249948,Plasm 2100: A Greasy Tragedy,Nick Babineau,Nick Babineau,"In the year 2100, three scientists create a medicine known as ""plasm"". Their invention gets out of control when a mysterious figure breaks into their lab. It is Ken Striker's job to track down the culprit by following the trail of the now dangerous plasm.",30,No encontrado,Null
tt12632230,Le discours philosophique de Pierre du vendredi soir au samedi apres-midi,Geoffrey Goyer,Geoffrey Goyer,No encontrado,27,4.2,Null
tt10836830,Jeter 3000 Cogent Comments,Zack Bornstein,No encontrado,No encontrado,No encontrado,No encontrado,Null
tt10431116,Ijexá,Guilherme Abud,Guilherme Abud,No encontrado,No encontrado,No encontrado,Null
tt28214847,Beautiful Dreamer,Vladislav Alex Kozlov,Natalia Dar,"This project is about Terry Moore and her complicated and abusive relationship with Howard Hughes. As Terry transforms into the image of the mysterious woman (""The Lady in Black"") in the feature film ""SILENT LIFE: The Story of the Lady in Black"" who kept her love to the silent screen idol for decades even after Valentino's death, she is remembering how she herself fel... Leer todo",No encontrado,No encontrado," 50"
tt12225450,"Strange Lover, Or: How I Learned to Stop Worrying and Love the Quarantine",Ali Mashayekhi,"Oswald Mahogany, Joanna Tsanis","A man falls for a girl online, then slowly discovers that she is not how she presented herself.",No encontrado,No encontrado," 98"
tt1535491,Ui-hyeong-je,Hun Jang,"Min-seok Jang, Joo-Ho Kim, Kwang-young Choi","A fired South Korean agent and a deserted North Korean spy meet by chance after six years and start a business partnership, each with the intention of stealing information from the other.",117,6.9," 57"
tt3675748,Yakuza Apocalypse,Takashi Miike,Yoshitaka Yamaguchi,"En el despiadado mundo clandestino de la Yakuza, un jefe legendario del que se rumorea que es invencible, es en realidad un vampiro. Tras un exitoso intento de asesinato, el jefe muerde a un subordinado leal, transmitiéndole sus poderes.",115,5.5," 61"
tt23469336,A Bedtime Story,Petr Melnikov,Petr Melnikov,Father tells a bedtime story near an empty bed,5,7.7," 27"
tt2539454,Fort Apache,Addison Mehr,"Alan Heathcock, Addison Mehr","In 1940s America, a precocious young boy struggles to escape small town life. On the eve of his eleventh birthday he must choose between leaving home or following his brother down a path of violence and destruction in this coming of age story.",15,6.3," 100"
tt10488264,Toni Air,Tero Peltoniemi,Tero Peltoniemi,"Allegorical action comedy about Toni, who dreams of becoming a pilot in the air force. His application has been rejected because of his height and near-sightedness, but Toni will not give up. He performs a stunning demonstration at the air force base.",3,7.6,Null
tt0493949,Ramona y su hermana,Elizabeth Allen Rosenbaum,"Laurie Craig, Nick Pustay, Beverly Cleary","Tratando de desmentir su imagen de molesta y conflictiva, Ramona diseña varias estrategias para ganar dinero y así aliviar los problemas económicos de su familia.",104,6.5,Null
tt24220088,Hope,Mike Timoney,Mike Timoney,,4,No encontrado," 98"
tt2376726,Blood First,Najaa Young,"Najaa Young, Olufemi Young",Two brothers' love and loyalty to one another is tested by the code of the streets.,78,4.7," 86"
tt10218838,Edakkad Battalion 06,Swapnesh K. Nair,P. Balachandran,"Shafeek's father wanted him to become a chef, but he chose to serve his country instead. On his annual leave from work, Shafeek, now a young soldier, must deal with his family, his bride to be and a gang involved in illegal activities.",111,4.6,Null
tt11295112,Apollo Rising,Lilith Magdalene Eve,No encontrado,,No encontrado,No encontrado," 100"
tt3321300,Doble identidad: Jaque al MI5,Bharat Nalluri,"Jonathan Brackley, Sam Vincent, David Wolstencroft","El agente especial Harry Pearce se encuentra entre la espada y la pared cuando un terrorista escapa de la custodia del MI-5, y todo apunta a él como principal culpable.",104,6.2," 65"
tt1132449,Doble o nada (Lay the Favorite),Stephen Frears,"D.V. De, Vincentis, Beth Raymer","La ex bailarina privada Beth aspira a ser mesera de cócteles en Las Vegas cuando se enamora de Dink, un jugador de deportes.",94,4.8," 18"
tt11427786,En Suite,Geoffrey Cantor,"Jennifer Harrison, Lainie Ventura",,13,No encontrado," 91"
tt10637766,Catfish Killer,Seth HarringtonGil Hizon,"Seth Harrington, Gil Hizon",Three gay besties on a camping trip are thrust into danger when one of them inadvertently catfishes a serial killer online.,13,5.6,Null
tt10166880,Vera Dreams of the Sea,Kaltrina Krasniqi,Doruntina Basha,"Vera is a middle-aged sign language interpreter, whose life is disrupted by her husband's suicide who has to face the raw reality of going against the deep-seated gender issues of our times.",82,6.6," 100"
tt11173116,Yaar Anmulle Returns,Harry Bhatti,Gurjind Maan,The story of three friends and the survival of their friendship that surpasses the test of misunderstandings and time.,130,5.2,Null
tt15496402,A Filha Do Governador (2015/1),Edinei Nunes Nelma Leal Daiky Lorrane Manoel Assis,"Edinei Nunes, Welle Felipe de Araujo",,No encontrado,9.4,94
tt11209612,No encontrada,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado," 88"
tt2149552,Ninjito: Mexican Ninja,Josh Turnbow,Josh Turnbow,The story is a fun genre mash-up with an epic martial arts story set in the mystical heart of Mexico.,No encontrado,No encontrado,Null
tt3097924,I Am Nightmare,M. dot Strange,No encontrado,"In a quiet town that never changes, four kids uncover a secret that unleashes a horror like the town has ever seen.",128,6.9," 93"
tt1647465,The Nice Guy,Robert Dixon,Kofi Nsafoah,"This film is at it's core about a man who after leaving the influences of two older siblings in the crime world. and experiences relationships gone wrong and reverts to a life of crime he thought he left behind, as an action packed drama it not only explores the male/female relationship dynamic but it also delivers some hard physical hits as well.",70,5.7," 91"
tt2553376,Tokumei sentai Gôbasutâzu vs Kaizoku sentai Gôkaijâ: The Movie,Takayuki Shibasaki,Kento Shimoyama,"The Gokaigers were captured by the Zangyack remnants after departing to the Zangyack home world to destroy the empire once and for all. The Gokaigers, now working for the newly reformed Zangyack empire, return to Earth with a black Gokai Galleon and attack the Go-Busters in search of five phantom Ranger Keys which will unlock the ""Greatest Power in the Universe."" Duri... Leer todo",60,7.0,Null
tt3345292,Purpose,Danielle Melissovas Thompson,"Danielle Melissovas Thompson, Wes Thompson","Purpose is the story of a homeless man who has lived most of his life fruitlessly looking for meaning in the hardships of his world. He finally discovers the ultimate purpose of everything that has lead him to one defining moment, involving the President of the United States. This action-drama film is adapted from a short story, written by the director's father. ""Slee... Leer todo",14,No encontrado," 55"
tt12610794,Blade of the 47 Ronin,Ron Yuan,"John Swetnam, Aimee Garcia, A.J. Mendez","Antiguos guerreros japoneses Ronin ambientados 300 años después de Ronin 47, en un mundo moderno donde los clanes Samurai existen en completo secreto.",107,4.7,Null
tt11132048,Chorus,Vincent Lecrocq,Vincent Lecrocq,A man must face a killer who keeps coming back to life.,No encontrado,No encontrado," 68"
tt29639150,Death!,Matthew B.C.,Abi Tedder,No encontrado,5,No encontrado," 61"
tt10023286,The Humans,Stephen Karam,Stephen Karam,"Siga la noche en la que la familia Blake se reúne para celebrar el Día de Acción de Gracias. A medida que cae la oscuridad, cosas misteriosas comienzan a surgir en la noche y las tensiones familiares alcanzan un punto de ebullición.",108,6.1," 92"
tt10675920,Tang Men,Dong Wei,No encontrado,"In the Republic of China period, warlords have dogfights. The three forces, that is, the Tang Men of Sichuan, stationed warlords and Banshan priests, give full play to their abilities to fight for the ancient treasure Muchen Bead. During the process to prevent Muchen Bead from being used to summon underworld guards to slay ordinary people, Tang Que, Duan Yao and Yang ... Leer todo",70,5.6,Null
tt1843202,Los Pelayos,Eduard Cortés,"Eduard Cortés, Piti Español","Film basado en la historia real de los Pelayo, una familia que consiguió su fortuna haciendo saltar la banca de los grandes casinos de todo el mundo.",100,5.4," 40"
tt12483958,San liu nu xia,Ben Li,"Ruofei Du, Xinhua Gu, Binbin Tang","Qiao Fan can't control her power. After she is attacked by an unknown assassin, she is forced to avenge her father. She transforms into a ""red clad woman"". Faced with a more mysterious evil force, Qiao Fan is about to challenge an incredible journey of revenge.",66,No encontrado,Null
tt1572168,See piu fung wan,Kwok-Man Keung,Jing Wong,"Before his wife was murdered, Inspector Mann Cheung (Simon Yam) was a model to young detectives. However, with his wife's death, he was indulged in deep sorrow and became downhearted and dispirited. Not only was his detective image affected, his relationship with his daughter Yan (Wada Hiromi) also went downhill. The new superintendent Koo Kwok-keung (Fala Chen) assig... Leer todo",93,5.7,Null
tt0852986,Naked Run,Vincent Foster,Vincent Foster,"Eve Malone runs against a crooked Congressman...but does it in the nude. Starring Academy Award nominees Charles Durning (""The Best Little Whorehouse in Texas"") and Eileen Brennan (""Private Benjamin""), and Richard Tyson (""Black Hawk Down"". ""There's Something About Mary"").",84,5.2,Null
tt31417781,Until the End of Time,WangLau,"Wang Wang, Wang, Lau",,22,No encontrado,Null
tt0448115,¡Shazam!,David F. Sandberg,"Henry Gayden, Darren Lemke, Bill Parker","Todo el mundo lleva un superhéroe en su interior, solo se necesita un poco de magia para sacarlo. En el caso de Billy Batson, un joven huérfano de 14 años, con tan solo pronunciar la palabra Shazam se convierte en un superhéroe adulto.",132,7.0," 90"
tt15347512,The Lonely Pioneer,Oscar Frederick Welsh,No encontrado,"Comedian Tom Green's self-documented odyssey from locked down Los Angeles, across the U.S. and back to Canada.",75,No encontrado,Null
tt10209778,Instinct,Sylvain Pelissier,Sylvain Pelissier,,No encontrado,No encontrado," 54"
tt14375778,Klara,Victor von Schirach,Victor von Schirach,,No encontrado,No encontrado," 54"
tt10023082,The Grand Escape,Brad Davis,"Gavin Al-Asif, Brad Davis",No encontrado,7,No encontrado," 94"
tt11924738,La familia perfecta,Arantxa Echevarría,Olatz Arroyo,"El logro de Lucía de una familia perfecta se ve amenazado por la vida alocada de su hijo, su novia de boca sucia y los potenciales futuros parientes, que no son lo que ella imaginó para él.",110,5.4," 80"
tt11508438,Wan sudthay..Kxn bay thex,Baz Poonpiriya,"Puangsoi Aksornsawang, Nottapon Boonprakob, Baz Poonpiriya","Boss, a high-end club owner living in New York, receives a call from his estranged best friend in Thailand, revealing he has terminal cancer and needs his help to complete a final bucket list.",128,7.2,Null
tt2290323,Eternal Damn Nation,Alan Del Tufo,Alan Del Tufo,"At the turn of the 21st Century, the ultimate battle between good and evil begins as a mysterious stranger seeks to protect a small town girl from Satan's infernal minions.",82,4.4," 40"
tt10305432,Parking Space,Roberta MacIntyre,No encontrado,,No encontrado,No encontrado,Null
tt15529534,Orel i reshka. Kino,Vazgen Kagramanyan,Andrey Zolotarev,"The Eagle and Tails program is on the verge of closing. Presenters, directors, cameramen left the project, and those who remained are not in the best shape.",90,6.0,60
